cluster_id,url_a,url_b,page_family_a,page_family_b,topic_cluster,title_token_overlap,heading_overlap,primary_intent_a,primary_intent_b,review_flag
TI-0934,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.2,0.4783,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0935,https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.2,0.4783,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0936,https://echobuddha.com/quotes/letting-go/soften-around-stress/,https://echobuddha.com/quotes/renewal/evening-release-reflection/,QUOTE_STORY,QUOTE_STORY,Attachment and Letting Go,0.2,0.4783,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0937,https://echobuddha.com/quotes/letting-go/where-attachment-begins/,https://echobuddha.com/quotes/renewal/evening-release-reflection/,QUOTE_STORY,QUOTE_STORY,Attachment and Letting Go,0.2,0.4783,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0938,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,ARTICLE,ARTICLE,Compassion,0.2,0.4615,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0939,https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,https://echobuddha.com/quotes/meditation/one-honest-breath/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.2,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0940,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.2,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0941,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,https://echobuddha.com/quotes/renewal/begin-again-without-shame/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.2,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0942,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,https://echobuddha.com/quotes/patience/family-kindness-and-patience/,QUOTE_STORY,QUOTE_STORY,Compassion,0.2,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0943,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,https://echobuddha.com/quotes/patience/family-kindness-and-patience/,QUOTE_STORY,QUOTE_STORY,Compassion,0.2,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0944,https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.2,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0945,https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,https://echobuddha.com/quotes/renewal/begin-again-without-shame/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.2,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0946,https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.2,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0947,https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,https://echobuddha.com/quotes/renewal/begin-again-without-shame/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.2,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0948,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,https://echobuddha.com/articles/how-to-practice-non-attachment/,ARTICLE,ARTICLE,Attachment and Letting Go,0.2,0.2857,educational explanation,comparison,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0949,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/learn/buddhist-dictionary/dukkha/,BUDDHISM_101,DICTIONARY_ENTRY,Mindfulness,0.2,0.1429,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0950,https://echobuddha.com/articles/three-poisons-buddhism-explained/,https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,ARTICLE,BUDDHISM_101,Buddhist Concepts,0.2,0.0645,beginner explanation,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0951,https://echobuddha.com/articles/metta-meditation-script/,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,ARTICLE,BUDDHISM_101,Compassion,0.2,0.0541,script,comparison,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0952,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,ARTICLE,QUOTE_STORY,Compassion,0.2,0.05,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0953,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,ARTICLE,QUOTE_STORY,Compassion,0.2,0.05,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0954,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,ARTICLE,QUOTE_STORY,Mindfulness,0.2,0.0465,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0955,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,ARTICLE,QUOTE_STORY,Mindfulness,0.2,0.0465,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0956,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/quotes/meditation/one-honest-breath/,BUDDHISM_101,QUOTE_STORY,Mindfulness,0.2,0.0357,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0957,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,DICTIONARY_ENTRY,QUOTE_STORY,Mindfulness,0.2,0.0357,glossary lookup,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0958,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,https://echobuddha.com/quotes/impermanence/meet-change-softly/,BUDDHISM_101,QUOTE_STORY,Impermanence,0.2,0.0333,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0959,https://echobuddha.com/articles/mindful-email-and-texting/,https://echobuddha.com/quotes/mindfulness/listen-before-answering/,ARTICLE,QUOTE_STORY,Right Speech,0.2,0.027,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0960,https://echobuddha.com/articles/mindful-email-and-texting/,https://echobuddha.com/quotes/wisdom/wise-silence/,ARTICLE,QUOTE_STORY,Right Speech,0.2,0.027,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0961,https://echobuddha.com/articles/mindfulness-morning-routine/,https://echobuddha.com/meditation/mindfulness-in-daily-life/,ARTICLE,MEDITATION_GUIDE,Mindfulness,0.2,0.0256,beginner explanation,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0962,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,ARTICLE,QUOTE_STORY,Mindfulness,0.2,0.0227,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0963,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/quotes/renewal/begin-again-without-shame/,ARTICLE,QUOTE_STORY,Mindfulness,0.2,0.0227,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0964,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,ARTICLE,QUOTE_STORY,Compassion,0.2,0.0208,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0965,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,ARTICLE,QUOTE_STORY,Compassion,0.2,0.0208,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0966,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,https://echobuddha.com/learn/buddhist-dictionary/metta/,ARTICLE,DICTIONARY_ENTRY,Compassion,0.2,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0967,https://echobuddha.com/articles/dhamma-vs-dharma/,https://echobuddha.com/learn/dhammapada-reflections/,ARTICLE,LEARN_GUIDE,Dhamma / Dharma,0.2,0,comparison,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0968,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,https://echobuddha.com/meditation/10-minute-meditation-practice/,ARTICLE,MEDITATION_GUIDE,Meditation,0.2,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0969,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,https://echobuddha.com/meditation/5-minute-meditation-practice/,ARTICLE,MEDITATION_GUIDE,Meditation,0.2,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0970,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,ARTICLE,DICTIONARY_ENTRY,Compassion,0.2,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0971,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,https://echobuddha.com/learn/buddhist-dictionary/karuna/,ARTICLE,DICTIONARY_ENTRY,Compassion,0.2,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0972,https://echobuddha.com/articles/three-poisons-buddhism-explained/,https://echobuddha.com/learn/buddhist-dictionary/anatta/,ARTICLE,DICTIONARY_ENTRY,Buddhist Concepts,0.2,0,beginner explanation,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0973,https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/learn/buddhist-dictionary/karma/,ARTICLE,DICTIONARY_ENTRY,Karma,0.2,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0974,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,https://echobuddha.com/learn/dhammapada-reflections/,DICTIONARY_ENTRY,LEARN_GUIDE,Dhamma / Dharma,0.2,0,glossary lookup,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0975,https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,https://echobuddha.com/learn/dhammapada-reflections/,LEARN_GUIDE,LEARN_GUIDE,Dhamma / Dharma,0.2,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0976,https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,https://echobuddha.com/learn/sutta-for-daily-life/,LEARN_GUIDE,LEARN_GUIDE,Sutta Study,0.2,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0977,https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,LEARN_GUIDE,QUOTE_STORY,Mindfulness,0.2,0,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0978,https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.1875,0.8889,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0979,https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.1875,0.8889,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0980,https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.1875,0.8889,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0981,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,QUOTE_STORY,QUOTE_STORY,Compassion,0.1875,0.8889,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0982,https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,QUOTE_STORY,QUOTE_STORY,Attachment and Letting Go,0.1875,0.8889,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0983,https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,https://echobuddha.com/quotes/letting-go/soften-around-stress/,QUOTE_STORY,QUOTE_STORY,Attachment and Letting Go,0.1875,0.8889,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0984,https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.1875,0.4783,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0985,https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.1875,0.4783,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0986,https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.1875,0.4783,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0987,https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.1875,0.4783,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0988,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,QUOTE_STORY,QUOTE_STORY,Compassion,0.1875,0.4783,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0989,https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,https://echobuddha.com/quotes/renewal/evening-release-reflection/,QUOTE_STORY,QUOTE_STORY,Attachment and Letting Go,0.1875,0.4783,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0990,https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.1875,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0991,https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.1875,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0992,https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,https://echobuddha.com/quotes/renewal/begin-again-without-shame/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.1875,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0993,https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,https://echobuddha.com/quotes/meditation/one-honest-breath/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.1875,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0994,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,ARTICLE,BUDDHISM_101,Compassion,0.1875,0.0513,practical guide,comparison,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0995,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,ARTICLE,QUOTE_STORY,Compassion,0.1875,0.05,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0996,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,ARTICLE,QUOTE_STORY,Compassion,0.1875,0.05,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0997,https://echobuddha.com/articles/mindfulness-morning-routine/,https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,ARTICLE,QUOTE_STORY,Mindfulness,0.1875,0.0488,beginner explanation,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0998,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,ARTICLE,QUOTE_STORY,Mindfulness,0.1875,0.0455,comparison,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0999,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,ARTICLE,QUOTE_STORY,Compassion,0.1875,0.0208,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1000,https://echobuddha.com/articles/first-week-buddhist-practice/,https://echobuddha.com/start-here/,ARTICLE,LEARN_GUIDE,Beginner Buddhism,0.1875,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1001,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,BUDDHISM_101,QUOTE_STORY,Compassion,0.1875,0,comparison,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1002,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,BUDDHISM_101,QUOTE_STORY,Compassion,0.1875,0,comparison,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1003,https://echobuddha.com/learn/buddhism-for-beginners/,https://echobuddha.com/start-here/,LEARN_GUIDE,LEARN_GUIDE,Beginner Buddhism,0.1875,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1004,https://echobuddha.com/learn/buddhist-dictionary/sati/,https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,DICTIONARY_ENTRY,QUOTE_STORY,Mindfulness,0.1875,0,glossary lookup,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1005,https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,LEARN_GUIDE,LEARN_GUIDE,Dhamma / Dharma,0.1818,0.8462,practical guide,source study,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1006,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/non-attachment-in-relationships/,ARTICLE,ARTICLE,Attachment and Letting Go,0.1818,0.4848,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1007,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,https://echobuddha.com/articles/walking-meditation-step-by-step/,ARTICLE,ARTICLE,Meditation,0.1818,0.4211,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1008,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,ARTICLE,ARTICLE,Meditation,0.1818,0.3846,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1009,https://echobuddha.com/articles/compassion-with-boundaries/,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,ARTICLE,ARTICLE,Compassion,0.1818,0.3243,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1010,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,ARTICLE,ARTICLE,Attachment and Letting Go,0.1818,0.3171,educational explanation,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1011,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,https://echobuddha.com/articles/loving-kindness-meditation-guide/,ARTICLE,ARTICLE,Compassion,0.1818,0.3023,practical guide,script,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1012,https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,DICTIONARY_ENTRY,LEARN_GUIDE,Sutta Study,0.1818,0.1053,glossary lookup,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1013,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,DICTIONARY_ENTRY,LEARN_GUIDE,Dhamma / Dharma,0.1818,0.0833,glossary lookup,source study,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1014,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,BUDDHISM_101,QUOTE_STORY,Mindfulness,0.1818,0.0357,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1015,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,BUDDHISM_101,QUOTE_STORY,Mindfulness,0.1818,0.0357,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1016,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,BUDDHISM_101,QUOTE_STORY,Mindfulness,0.1818,0.0357,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1017,https://echobuddha.com/articles/how-to-practice-non-attachment/,https://echobuddha.com/quotes/letting-go/caring-without-clinging/,ARTICLE,QUOTE_STORY,Attachment and Letting Go,0.1818,0.0233,comparison,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1018,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,https://echobuddha.com/meditation/loving-kindness-meditation/,ARTICLE,MEDITATION_GUIDE,Compassion,0.1818,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1019,https://echobuddha.com/articles/compassion-with-boundaries/,https://echobuddha.com/learn/buddhist-dictionary/metta/,ARTICLE,DICTIONARY_ENTRY,Compassion,0.1818,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1020,https://echobuddha.com/articles/dhamma-vs-dharma/,https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,ARTICLE,LEARN_GUIDE,Dhamma / Dharma,0.1818,0,comparison,source study,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1021,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,ARTICLE,LEARN_GUIDE,Dhamma / Dharma,0.1818,0,practical guide,source study,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1022,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,ARTICLE,LEARN_GUIDE,Dhamma / Dharma,0.1818,0,source study,source study,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1023,https://echobuddha.com/articles/dhammapada-verse-1-meaning/,https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,ARTICLE,LEARN_GUIDE,Dhamma / Dharma,0.1818,0,comparison,source study,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1024,https://echobuddha.com/articles/how-to-meditate-for-beginners/,https://echobuddha.com/meditation/breathing-meditation/,ARTICLE,MEDITATION_GUIDE,Meditation,0.1818,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1025,https://echobuddha.com/articles/how-to-meditate-for-beginners/,https://echobuddha.com/meditation/walking-meditation/,ARTICLE,MEDITATION_GUIDE,Meditation,0.1818,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1026,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,ARTICLE,DICTIONARY_ENTRY,Compassion,0.1818,0,script,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1027,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/learn/buddhist-dictionary/karuna/,ARTICLE,DICTIONARY_ENTRY,Compassion,0.1818,0,script,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1028,https://echobuddha.com/articles/mindfulness-morning-routine/,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,ARTICLE,DICTIONARY_ENTRY,Mindfulness,0.1818,0,beginner explanation,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1029,https://echobuddha.com/articles/mindfulness-morning-routine/,https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,ARTICLE,LEARN_GUIDE,Mindfulness,0.1818,0,beginner explanation,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-1030,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/meditation/loving-kindness-meditation/,ARTICLE,MEDITATION_GUIDE,Compassion,0.1818,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
