cluster ID,affected family,affected URLs,repeated fragment,fragment type,exact/near match,prevalence,whether legitimate UI,whether substantive,Search-equity sensitivity,action
RP-082,QUOTE_STORY,https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/ | https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/ | https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,"Let the quote accompany one short meditation, walk, message, chore, or repair; let the quote shape one concrete response.",PARAGRAPH,EXACT,3,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-083,QUOTE_STORY,https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/ | https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/ | https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,"Use this quote during one transition between work, home, rest, or practice; let the quote shape one concrete response.",PARAGRAPH,EXACT,3,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-084,QUOTE_STORY,https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/ | https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/ | https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/ | https://echobuddha.com/quotes/meditation/few-quiet-minutes/ | https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/ | https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/ | https://echobuddha.com/quotes/meditation/meditation-is-returning/ | https://echobuddha.com/quotes/meditation/one-honest-breath/ | https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/ | https://echobuddha.com/quotes/meditation/sit-with-the-day-as-it-is-before-asking/ | https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/ | https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/ | https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/ | https://echobuddha.com/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,"This reflection connects with Meditation for Beginners , a practical way to bring Buddhist wisdom into ordinary life.",PARAGRAPH,EXACT,14,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-085,QUOTE_STORY,https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/ | https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/ | https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/ | https://echobuddha.com/quotes/meditation/few-quiet-minutes/ | https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/ | https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/ | https://echobuddha.com/quotes/meditation/meditation-is-returning/ | https://echobuddha.com/quotes/meditation/one-honest-breath/ | https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/ | https://echobuddha.com/quotes/meditation/sit-with-the-day-as-it-is-before-asking/ | https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/ | https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/ | https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/ | https://echobuddha.com/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,"These meditation quotes are quiet companions for seated practice, mindful breathing, and the repeated return from distraction.",PARAGRAPH,EXACT,14,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-086,QUOTE_STORY,https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/ | https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,"Use it before sitting, while returning from distraction, or during one short meditation, walk, message, chore, or repair.",PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-087,QUOTE_STORY,https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/ | https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,"Use it before sitting, while returning from distraction, or during one transition between work, home, rest, or practice.",PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-088,QUOTE_STORY,https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/ | https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,Test the meaning during one routine task that usually disappears into hurry; let the quote shape one concrete response.,PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-089,QUOTE_STORY,https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/ | https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,"Bring the sentence into one short meditation, walk, message, chore, or repair; let the quote shape one concrete response.",PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-090,QUOTE_STORY,https://echobuddha.com/quotes/meditation/sit-with-the-day-as-it-is-before-asking/ | https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,"Use it before sitting, while returning from distraction, or during one moment of waiting, uncertainty, or unfinished business.",PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-091,QUOTE_STORY,https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/ | https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,"Use it before sitting, while returning from distraction, or during one decision where kindness needs both warmth and clarity.",PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-092,QUOTE_STORY,https://echobuddha.com/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/ | https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/ | https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/ | https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/ | https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,Test the meaning during one conversation where the first reply is not the wisest reply; let the quote shape one concrete response.,PARAGRAPH,EXACT,5,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-093,QUOTE_STORY,https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/ | https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/ | https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/ | https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/ | https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/ | https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/ | https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/ | https://echobuddha.com/quotes/mindfulness/listen-before-answering/ | https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/ | https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/ | https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/ | https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/ | https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/ | https://echobuddha.com/quotes/mindfulness/present-moment-one-step/ | https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/ | https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/ | https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,"This reflection connects with Mindfulness , a practical way to bring Buddhist wisdom into ordinary life.",PARAGRAPH,EXACT,17,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-094,QUOTE_STORY,https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/ | https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/ | https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/ | https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/ | https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/ | https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/ | https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/ | https://echobuddha.com/quotes/mindfulness/listen-before-answering/ | https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/ | https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/ | https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/ | https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/ | https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/ | https://echobuddha.com/quotes/mindfulness/present-moment-one-step/ | https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/ | https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/ | https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,"These mindfulness quotes offer short reminders to pause, notice what is happening, and meet ordinary life with fuller attention.",PARAGRAPH,EXACT,17,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-095,QUOTE_STORY,https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/ | https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/ | https://echobuddha.com/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/,"Let the quote accompany one transition between work, home, rest, or practice; let the quote shape one concrete response.",PARAGRAPH,EXACT,3,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-096,QUOTE_STORY,https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/ | https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/ | https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,Let the quote accompany one place where the body signals stress before the mind has words for it; let the quote shape one concrete response.,PARAGRAPH,EXACT,3,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-097,QUOTE_STORY,https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/ | https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/ | https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/ | https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,"Test the meaning during one short meditation, walk, message, chore, or repair; let the quote shape one concrete response.",PARAGRAPH,EXACT,4,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-098,QUOTE_STORY,https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/ | https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/ | https://echobuddha.com/quotes/patience/family-kindness-and-patience/ | https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/ | https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/ | https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/ | https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/ | https://echobuddha.com/quotes/patience/patience-softens-the-wait/ | https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/ | https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/ | https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/ | https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/ | https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,"This reflection connects with Right Speech , a practical way to bring Buddhist wisdom into ordinary life.",PARAGRAPH,EXACT,13,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-099,QUOTE_STORY,https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/ | https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/ | https://echobuddha.com/quotes/patience/family-kindness-and-patience/ | https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/ | https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/ | https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/ | https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/ | https://echobuddha.com/quotes/patience/patience-softens-the-wait/ | https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/ | https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/ | https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/ | https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/ | https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,"These patience quotes explore patience as quiet strength before reaction: the pause that can protect speech, soften anger, and keep care present while life takes time.",PARAGRAPH,EXACT,13,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-100,QUOTE_STORY,https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/ | https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,"Let the quote accompany one moment of waiting, uncertainty, or unfinished business; let the quote shape one concrete response.",PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-101,QUOTE_STORY,https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/ | https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,Use it when waiting or irritation appears in one conversation where the first reply is not the wisest reply.,PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-102,QUOTE_STORY,https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/ | https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,Use it when waiting or irritation appears in one place where the body signals stress before the mind has words for it.,PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-103,QUOTE_STORY,https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/ | https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,Use it when waiting or irritation appears in one routine task that usually disappears into hurry.,PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-104,QUOTE_STORY,https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/ | https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,"Use it when waiting or irritation appears in one transition between work, home, rest, or practice.",PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-105,QUOTE_STORY,https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/ | https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,"Try this line before one transition between work, home, rest, or practice; let the quote shape one concrete response.",PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-106,QUOTE_STORY,https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/ | https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/ | https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/ | https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/ | https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/ | https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/ | https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/ | https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/ | https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/ | https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/ | https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/ | https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/ | https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/ | https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/ | https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,"This reflection connects with Noble Eightfold Path , a practical way to bring Buddhist wisdom into ordinary life.",PARAGRAPH,EXACT,15,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-107,QUOTE_STORY,https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/ | https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/ | https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/ | https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/ | https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/ | https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/ | https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/ | https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/ | https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/ | https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/ | https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/ | https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/ | https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/ | https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/ | https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,"These practice quotes bring Buddhist-inspired wisdom into speech, work, relationships, and the small repeated choices that shape a life.",PARAGRAPH,EXACT,15,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-108,QUOTE_STORY,https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/ | https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/ | https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/ | https://echobuddha.com/quotes/renewal/begin-again-without-shame/ | https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/ | https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/ | https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/ | https://echobuddha.com/quotes/renewal/evening-release-reflection/ | https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/ | https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/ | https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/ | https://echobuddha.com/quotes/renewal/one-calm-morning-intention/ | https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/ | https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/ | https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,"This reflection connects with Daily Practice , a practical way to bring Buddhist wisdom into ordinary life.",PARAGRAPH,EXACT,15,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-109,QUOTE_STORY,https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/ | https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/ | https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/ | https://echobuddha.com/quotes/renewal/begin-again-without-shame/ | https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/ | https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/ | https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/ | https://echobuddha.com/quotes/renewal/evening-release-reflection/ | https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/ | https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/ | https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/ | https://echobuddha.com/quotes/renewal/one-calm-morning-intention/ | https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/ | https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/ | https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,"These renewal quotes offer encouragement for returning to the path, repairing what can be repaired, and choosing a new direction.",PARAGRAPH,EXACT,15,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-110,QUOTE_STORY,https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/ | https://echobuddha.com/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/ | https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/ | https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/ | https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/ | https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/ | https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/ | https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/ | https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/ | https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/ | https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/ | https://echobuddha.com/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/ | https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/ | https://echobuddha.com/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/ | https://echobuddha.com/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/ | https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/ | https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/ | https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/ | https://echobuddha.com/quotes/wisdom/wise-silence/,"This reflection connects with Dhamma , a practical way to bring Buddhist wisdom into ordinary life.",PARAGRAPH,EXACT,19,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-111,QUOTE_STORY,https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/ | https://echobuddha.com/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/ | https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/ | https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/ | https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/ | https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/ | https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/ | https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/ | https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/ | https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/ | https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/ | https://echobuddha.com/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/ | https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/ | https://echobuddha.com/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/ | https://echobuddha.com/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/ | https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/ | https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/ | https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/ | https://echobuddha.com/quotes/wisdom/wise-silence/,"These wisdom quotes reflect on seeing causes and consequences clearly, holding truth with humility, and choosing what reduces suffering.",PARAGRAPH,EXACT,19,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
