Route,URL,Page family,Historical route present?,Current route present?,Route drift,Current title,Current H1,Evidence
/404.html,https://echobuddha.com/404.html,error utility,Yes,Yes,NONE,Page Not Found | Echo Buddha,Page Not Found,Current dist build plus forensic a1cd457 isolated dist build
/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,quotes,Yes,Yes,NONE,Original Practice Reflection: Walk slowly enough to notice... | Echo Buddha,Original Practice Reflection: Walk slowly enough to notice...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/practice/your-next-response-is-always-part-of-the-path/,https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,quotes,Yes,Yes,NONE,Original Practice Reflection: Your next response is always... | Echo Buddha,Original Practice Reflection: Your next response is always...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,quotes,Yes,Yes,NONE,Original Renewal Reflection: A mistake becomes a teacher... | Echo Buddha,Original Renewal Reflection: A mistake becomes a teacher...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,quotes,Yes,Yes,NONE,Original Renewal Reflection: A new direction can start... | Echo Buddha,Original Renewal Reflection: A new direction can start...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,quotes,Yes,Yes,NONE,Original Renewal Reflection: Begin again gently; the breath... | Echo Buddha,Original Renewal Reflection: Begin again gently; the breath...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/renewal/begin-again-without-shame/,https://echobuddha.com/quotes/renewal/begin-again-without-shame/,quotes,Yes,Yes,NONE,Renewal Mindfulness Quote: Begin Again Without Shame | Echo Buddha,Renewal Mindfulness Quote: Begin Again Without Shame,Current dist build plus forensic a1cd457 isolated dist build
/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,quotes,Yes,Yes,NONE,Original Renewal Reflection: Begin again without turning yesterday... | Echo Buddha,Original Renewal Reflection: Begin again without turning yesterday...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,quotes,Yes,Yes,NONE,Original Renewal Reflection: Do not confuse an old... | Echo Buddha,Original Renewal Reflection: Do not confuse an old...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,quotes,Yes,Yes,NONE,Original Renewal Reflection: Each conscious breath is a... | Echo Buddha,Original Renewal Reflection: Each conscious breath is a...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/renewal/evening-release-reflection/,https://echobuddha.com/quotes/renewal/evening-release-reflection/,quotes,Yes,Yes,NONE,Evening Reflection Quote: Release the Day Gently | Echo Buddha,Evening Reflection Quote: Release the Day Gently,Current dist build plus forensic a1cd457 isolated dist build
/quotes/renewal/gentle-hope-keeps-walking/,https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,quotes,Yes,Yes,NONE,Buddhist Inspired Hope Quote: Gentle Hope | Echo Buddha,Buddhist Inspired Hope Quote: Gentle Hope,Current dist build plus forensic a1cd457 isolated dist build
/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,quotes,Yes,Yes,NONE,Original Renewal Reflection: Hope can be quiet and... | Echo Buddha,Original Renewal Reflection: Hope can be quiet and...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/renewal/,https://echobuddha.com/quotes/renewal/,quotes,Yes,Yes,NONE,Original Renewal Quotes Inspired by Buddhist Practice | Echo Buddha,Original Renewal Quotes,Current dist build plus forensic a1cd457 isolated dist build
/quotes/renewal/morning-is-not-the-only-time-a-life-can/,https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,quotes,Yes,Yes,NONE,Original Renewal Reflection: Morning is not the only... | Echo Buddha,Original Renewal Reflection: Morning is not the only...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/renewal/one-calm-morning-intention/,https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,quotes,Yes,Yes,NONE,Peaceful Morning Quote: One Calm Intention | Echo Buddha,Peaceful Morning Quote: One Calm Intention,Current dist build plus forensic a1cd457 isolated dist build
/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,quotes,Yes,Yes,NONE,"Original Renewal Reflection: Repair what you can, forgive... | Echo Buddha","Original Renewal Reflection: Repair what you can, forgive...",Current dist build plus forensic a1cd457 isolated dist build
/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,quotes,Yes,Yes,NONE,Original Renewal Reflection: The path welcomes your return... | Echo Buddha,Original Renewal Reflection: The path welcomes your return...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,quotes,Yes,Yes,NONE,Original Renewal Reflection: You are allowed to learn... | Echo Buddha,Original Renewal Reflection: You are allowed to learn...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,quotes,Yes,Yes,NONE,Original Wisdom Reflection: A clear mind can hold... | Echo Buddha,Original Wisdom Reflection: A clear mind can hold...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,https://echobuddha.com/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,quotes,Yes,Yes,NONE,Original Wisdom Reflection: A useful truth is carried... | Echo Buddha,Original Wisdom Reflection: A useful truth is carried...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/wisdom/contentment-with-what-is-here/,https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,quotes,Yes,Yes,NONE,Contentment Buddhist Quote: Peace With What Is Here | Echo Buddha,Contentment Buddhist Quote: Peace With What Is Here,Current dist build plus forensic a1cd457 isolated dist build
/quotes/wisdom/difficult-people-and-boundaries/,https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,quotes,Yes,Yes,NONE,Buddhist Quote About Difficult People: Boundaries Without Hatred | Echo Buddha,Buddhist Quote About Difficult People: Boundaries Without Hatred,Current dist build plus forensic a1cd457 isolated dist build
/quotes/wisdom/,https://echobuddha.com/quotes/wisdom/,quotes,Yes,Yes,NONE,Original Wisdom Quotes Inspired by Buddhist Practice | Echo Buddha,Original Wisdom Quotes,Current dist build plus forensic a1cd457 isolated dist build
/quotes/wisdom/karma-begins-in-intention/,https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,quotes,Yes,Yes,NONE,Karma Buddhist Quote: Intention Shapes Action | Echo Buddha,Karma Buddhist Quote: Intention Shapes Action,Current dist build plus forensic a1cd457 isolated dist build
/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,quotes,Yes,Yes,NONE,Original Wisdom Reflection: Knowing when not to speak... | Echo Buddha,Original Wisdom Reflection: Knowing when not to speak...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,quotes,Yes,Yes,NONE,Original Wisdom Reflection: Learn from discomfort without turning... | Echo Buddha,Original Wisdom Reflection: Learn from discomfort without turning...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/wisdom/right-speech-with-kindness/,https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,quotes,Yes,Yes,NONE,Right Speech Quote: Truth With Kindness and Timing | Echo Buddha,Right Speech Quote: Truth With Kindness and Timing,Current dist build plus forensic a1cd457 isolated dist build
/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,quotes,Yes,Yes,NONE,Original Wisdom Reflection: See the conditions behind an... | Echo Buddha,Original Wisdom Reflection: See the conditions behind an...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/wisdom/simplicity-clears-the-room/,https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,quotes,Yes,Yes,NONE,Simple Living Buddhist Quote: Needing Less to See Clearly | Echo Buddha,Simple Living Buddhist Quote: Needing Less to See Clearly,Current dist build plus forensic a1cd457 isolated dist build
/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,quotes,Yes,Yes,NONE,Original Wisdom Reflection: The lesson repeats until attention... | Echo Buddha,Original Wisdom Reflection: The lesson repeats until attention...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/,https://echobuddha.com/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/,quotes,Yes,Yes,NONE,Original Wisdom Reflection: The wise heart changes course... | Echo Buddha,Original Wisdom Reflection: The wise heart changes course...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/wisdom/understanding-suffering-honestly/,https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,quotes,Yes,Yes,NONE,Four Noble Truths Quote: Understanding Suffering Honestly | Echo Buddha,Four Noble Truths Quote: Understanding Suffering Honestly,Current dist build plus forensic a1cd457 isolated dist build
/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,https://echobuddha.com/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,quotes,Yes,Yes,NONE,Original Wisdom Reflection: What feels urgent is not... | Echo Buddha,Original Wisdom Reflection: What feels urgent is not...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/,https://echobuddha.com/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/,quotes,Yes,Yes,NONE,Original Wisdom Reflection: Wisdom is less interested in... | Echo Buddha,Original Wisdom Reflection: Wisdom is less interested in...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,quotes,Yes,Yes,NONE,Original Wisdom Reflection: Wisdom is the art of... | Echo Buddha,Original Wisdom Reflection: Wisdom is the art of...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/wisdom/wisdom-sees-clearly/,https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,quotes,Yes,Yes,NONE,Buddhist Wisdom Quote: Clear Seeing With Humility | Echo Buddha,Buddhist Wisdom Quote: Clear Seeing With Humility,Current dist build plus forensic a1cd457 isolated dist build
/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,quotes,Yes,Yes,NONE,"Original Wisdom Reflection: Wisdom sees the whole fire,... | Echo Buddha","Original Wisdom Reflection: Wisdom sees the whole fire,...",Current dist build plus forensic a1cd457 isolated dist build
/quotes/wisdom/wise-silence/,https://echobuddha.com/quotes/wisdom/wise-silence/,quotes,Yes,Yes,NONE,Buddhist Quote About Silence: Wise Restraint | Echo Buddha,Buddhist Quote About Silence: Wise Restraint,Current dist build plus forensic a1cd457 isolated dist build
/search/,https://echobuddha.com/search/,utility/navigation,Yes,Yes,NONE,Search Echo Buddha | Echo Buddha,Search Echo Buddha,Current dist build plus forensic a1cd457 isolated dist build
/start-here/,https://echobuddha.com/start-here/,utility/navigation,Yes,Yes,NONE,Start Here - Begin Your Buddhist Wisdom and Mindfulness Journey | Echo Buddha,Begin Your Buddhist Wisdom and Mindfulness Journey,Current dist build plus forensic a1cd457 isolated dist build
/terms-of-use/,https://echobuddha.com/terms-of-use/,trust/policy,Yes,Yes,NONE,Terms of Use | Echo Buddha,Terms of Use,Current dist build plus forensic a1cd457 isolated dist build
/tools/,https://echobuddha.com/tools/,utility/navigation,Yes,Yes,NONE,Buddhist Mindfulness Tools and Daily Practice Resources | Echo Buddha,Buddhist Mindfulness Tools and Daily Practice Resources,Current dist build plus forensic a1cd457 isolated dist build
